T,0,1,10,78,37,E9,7,80
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6D,6,C9,6,CC
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,76,27,67,7,D6
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,72,76,D6,6,7E
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,68,47,8E,7,66
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6E,B6,57,6,49
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,78,27,69,7,8F
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6C,E6,D1,6,1E
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,68,37,16,7,72
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6D,A6,1D,6,F0
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,67,B7,4A,7,77
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,71,E6,E8,6,39
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6F,37,CB,7,C9
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,69,56,33,6,74
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,75,A7,F4,7,D5
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6F,96,D4,6,A4
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,68,97,35,7,CF
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,79,86,F4,6,CC
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6E,27,90,7,2D
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6F,D6,8F,6,75
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,71,27,1D,7,2A
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,70,B6,F7,6,2B
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,67,E7,87,7,44
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,79,36,50,6,0
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6B,E7,8D,7,BE
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,76,A6,15,6,7
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6A,C7,82,7,1F
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6F,6,92,6,DA
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,67,B7,CE,7,B1
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,70,86,69,6,15
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,73,C7,6A,7,4
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,79,E6,0E,6,D9
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,79,B7,67,7,68
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,77,66,4A,6,4A
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,73,7,68,7,76
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,69,B6,BB,6,11
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,70,C7,24,7,88
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,68,36,52,6,DB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,68,E7,E5,7,3C
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,73,E6,D3,6,D8
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,67,57,0B,7,F5
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,68,36,59,6,3D
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,76,D7,8A,7,59
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,69,A6,D0,6,C2
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,78,C7,68,7,D4
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,70,96,79,6,25
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,77,97,40,7,14
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6C,A6,6A,6,A5
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,68,27,C1,7,8C
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,79,36,0B,6,87
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,7A,17,2F,7,F1
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,70,76,9A,6,95
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,74,57,E1,7,C0
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6D,A6,A8,6,9A
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,76,97,C2,7,B5
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,77,16,9A,6,E7
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,74,A7,D1,7,55
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,73,86,28,6,D1
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,74,67,A1,7,66
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6D,76,E1,6,30
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,77,27,D9,7,71
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,76,56,A5,6,E2
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6B,E7,B4,7,47
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,74,E6,2A,6,46
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6C,97,82,7,79
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,75,26,78,6,C2
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6E,57,26,7,DF
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,69,A6,6D,6,3E
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,75,97,96,7,12
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,73,E6,39,6,A6
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6E,77,5E,7,F1
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,74,56,E3,6,6C
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,73,57,1E,7,20
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,74,76,C2,6,3
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6E,7,7,7,84
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6A,26,5,6,65
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6A,C7,61,7,C9
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6C,B6,2C,6,8E
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,69,B7,8,7,DC
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6E,56,8D,6,FE
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,71,A7,EB,7,71
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,72,56,D0,6,3B
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6C,A7,8C,7,7E
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,76,96,73,6,4D
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,77,47,82,7,BE
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,72,B6,46,6,41
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,72,E7,FA,7,30
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,7A,76,F0,6,A7
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,67,67,32,7,95
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,71,56,68,6,13
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6A,37,FC,7,F5
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,69,16,7D,6,9F
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,78,E7,41,7,1B
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,70,86,4F,6,68
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,69,77,7B,7,14
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,78,16,D3,6,0D
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6B,A7,3A,7,B4
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,71,16,53,6,33
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,72,27,A1,7,10
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,71,E6,EC,6,3
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,67,17,E6,7,5
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,67,D6,0E,6,AA
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6C,27,D5,7,B0
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,79,46,FF,6,D8
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,78,E7,4D,7,F4
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,74,76,59,6,42
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,67,37,C1,7,F8
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6C,6,87,6,20
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,76,17,B8,7,A6
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6A,A6,4C,6,B0
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6D,C7,4E,7,2D
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,78,66,3D,6,B1
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,77,27,B1,7,80
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,78,66,41,6,E9
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6A,97,A5,7,D5
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,7A,76,18,6,9F
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,74,C7,0,7,26
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,75,76,D1,6,21
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,73,87,2F,7,B3
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,72,A6,53,6,40
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,76,87,AF,7,7E
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,75,16,D5,6,CF
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,7A,57,95,7,CE
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6D,E6,65,6,27
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,71,D7,7,7,AD
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,74,E6,65,6,A6
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,77,D7,C0,7,69
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,69,36,9,6,2C
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,74,67,8F,7,17
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,69,26,DB,6,9D
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6B,87,D8,7,0B
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,77,D6,38,6,61
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,76,27,12,7,62
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,78,76,D0,6,E7
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,70,B7,48,7,78
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6C,A6,29,6,1D
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,71,A7,99,7,72
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,72,A6,1C,6,FA
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,76,E7,B8,7,B5
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,6B,16,57,6,F5
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,76,D7,6C,7,6D
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,70,66,D9,6,8B
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6E,67,11,7,8
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,74,E6,79,6,BD
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,76,D7,15,7,B8
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6B,66,60,6,8F
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,71,D7,7B,7,F4
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,76,66,8A,6,8A
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6E,C7,5C,7,F7
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,68,D6,4A,6,3B
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,71,17,61,7,40
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6B,C6,C3,6,B1
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,72,E7,4A,7,10
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,71,56,6F,6,3
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6A,77,6A,7,EF
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6B,D6,9B,6,C8
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,74,57,29,7,28
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6D,36,E9,6,9E
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,7A,57,81,7,48
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6C,6,CD,6,A4
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,79,7,81,7,A3
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,73,76,10,6,FF
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,71,37,CD,7,CF
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6A,26,50,6,59
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,76,7,1C,7,27
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6E,36,7F,6,5D
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,70,37,B9,7,49
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6F,26,60,6,3C
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,68,37,2,7,98
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6D,6,0D,6,2B
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,71,7,EC,7,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,77,86,73,6,E2
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6C,37,7D,7,1D
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6B,D6,D3,6,1F
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,78,17,50,7,6B
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,79,B6,43,6,21
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,76,B7,15,7,18
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6B,56,2C,6,2E
F,0,0,0,6B,C6,BB,6,BB
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,76,37,0E,7,DC
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6F,76,CA,6,0E
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,74,97,94,7,31
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6D,76,AF,6,8D
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6C,17,90,7,D5
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,75,96,40,6,FC
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,77,D7,2,7,4B
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,76,66,36,6,B1
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6C,17,7D,7,5A
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,71,6,1E,6,82
F,0,0,0,6B,C6,BB,6,BB
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,74,37,A8,7,8C
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6F,26,D9,6,4E
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6A,E7,BF,7,B0
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6F,96,1D,6,75
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,70,D7,10,7,58
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,79,D6,F2,6,5B
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,68,97,7F,7,5C
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6A,E6,36,6,E9
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,70,37,2,7,55
F,0,0,0,6B,C6,BB,6,BB
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,75,6,1A,6,0B
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,72,47,26,7,23
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6F,E6,A3,6,33
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6C,17,88,7,68
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6C,86,2A,6,D5
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,69,D7,5D,7,0A
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,68,96,DC,6,E9
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,7A,D7,EB,7,B5
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,78,96,3A,6,6C
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,72,E7,0D,7,57
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,76,6,9A,6,DF
F,0,0,0,6B,C6,BB,6,BB
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,73,87,B2,7,A2
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6C,A6,A4,6,C6
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,67,A7,5F,7,8D
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,76,E6,D6,6,2A
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,74,87,A9,7,D4
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,77,96,1,6,18
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,68,A7,BB,7,73
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6F,E6,CA,6,20
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,72,A7,D6,7,2F
F,0,0,0,6B,C6,BB,6,BB
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,74,76,29,6,D7
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6F,57,CC,7,0D
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,71,36,ED,6,55
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6D,57,84,7,D9
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6E,D6,37,6,B8
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,68,57,7A,7,A0
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,77,66,FA,6,9F
F,0,0,0,6B,C6,BB,6,BB
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,68,E7,3C,7,36
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,68,76,81,6,B0
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,70,7,EE,7,B1
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6B,16,E9,6,12
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6A,67,C6,7,EC
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,79,76,A3,6,F3
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,68,77,90,7,6
F,0,0,0,6B,D6,BB,6,BB
T,0,0,0,75,46,F4,6,4
F,0,0,0,6B,D6,BB,6,BB
F,0,0,0,6B,D6,BB,6,BB
T,0,1,10,71,87,2C,7,E0
F,0,0,0,6B,D6,BB,6,BB
T,0,0,0,75,A6,74,6,F8
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,72,27,0B,7,A2
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,7A,86,92,6,8
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,76,27,B5,7,37
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,79,86,0E,6,72
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,7A,87,46,7,CC
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,69,86,7E,6,F6
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,6D,27,ED,7,55
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,6E,D6,CA,6,57
F,0,0,0,6B,C6,BB,6,BB
T,0,1,10,79,57,6C,7,8
F,0,0,0,6B,C6,BB,6,BB
F,0,0,0,6B,C6,BB,6,BB
T,0,0,0,79,96,B0,6,E0
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,69,7,9B,7,DF
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,69,C6,40,6,DD
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,79,77,E4,7,1B
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,77,56,61,6,1D
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,79,47,C8,7,BC
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,67,C6,4A,6,77
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,76,C7,59,7,0A
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,79,16,0A,6,42
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6F,97,BE,7,0F
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,76,56,1,6,DB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,76,87,B2,7,1A
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6C,E6,65,6,22
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,68,E7,5,7,3D
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,71,36,BE,6,FD
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6C,57,19,7,D0
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,78,36,69,6,D4
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,75,97,67,7,ED
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,76,6,19,6,14
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,78,D7,F8,7,F2
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6F,D6,51,6,AD
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,73,D7,EC,7,2
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,77,66,EC,6,94
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,70,7,F6,7,83
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6A,16,95,6,41
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,7A,7,DD,7,A1
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,77,A6,4F,6,31
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,6B,17,FD,7,CA
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,70,6,EF,6,65
F,0,0,0,6B,B6,BB,6,BB
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,70,67,C4,7,30
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,79,66,9C,6,E2
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,71,C7,36,7,4B
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,71,26,56,6,2F
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,76,47,6A,7,54
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,69,A6,6C,6,DA
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,73,17,0A,7,CB
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,78,96,5,6,F3
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,75,7,D7,7,F2
F,0,0,0,6B,A6,BB,6,BB
T,0,0,0,68,76,98,6,8F
F,0,0,0,6B,A6,BB,6,BB
F,0,0,0,6B,A6,BB,6,BB
T,0,1,10,6F,27,22,7,4F
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,6F,56,74,6,47
F,0,0,0,6B,B6,BB,6,BB
T,0,1,10,7A,47,54,7,2E
F,0,0,0,6B,B6,BB,6,BB
T,0,0,0,7A,D6,39,6,B6
F,0,0,0,6B,B6,BB,6,BB
